soc_code,soc_title,aioe,isco_code,isco_title,n_isco,aioe_soc_split,anzsco_code,anzsco_title,n_anzsco,aioe_path
13-1021,"Buyers and Purchasing Agents, Farm Products",0.736816,3323,Buyers,1.0,0.736816,639911,Other Sales Support Worker,3.0,0.24560533333333334
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.7911764,3323,Buyers,1.0,0.7911764,639211,Retail Buyer,3.0,0.2637254666666667
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.7911764,3323,Buyers,1.0,0.7911764,639212,Wool Buyer,3.0,0.2637254666666667
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.7911764,3323,Buyers,1.0,0.7911764,639911,Other Sales Support Worker,3.0,0.2637254666666667
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.495701,3323,Buyers,1.0,1.495701,639211,Retail Buyer,3.0,0.498567
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.495701,3323,Buyers,1.0,1.495701,639212,Wool Buyer,3.0,0.498567
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.495701,3323,Buyers,1.0,1.495701,639911,Other Sales Support Worker,3.0,0.498567
13-1031,"Claims Adjusters, Examiners, and Investigators",1.106198,3315,Valuers and loss assessors,1.0,1.106198,224512,Valuer,4.0,0.2765495
13-1031,"Claims Adjusters, Examiners, and Investigators",1.106198,3315,Valuers and loss assessors,1.0,1.106198,599611,Insurance Investigator,4.0,0.2765495
13-1031,"Claims Adjusters, Examiners, and Investigators",1.106198,3315,Valuers and loss assessors,1.0,1.106198,599612,Insurance Loss Adjuster,4.0,0.2765495
13-1031,"Claims Adjusters, Examiners, and Investigators",1.106198,3315,Valuers and loss assessors,1.0,1.106198,599613,Insurance Risk Surveyor,4.0,0.2765495
13-1032,"Insurance Appraisers, Auto Damage",0.5820833,3315,Valuers and loss assessors,1.0,0.5820833,224512,Valuer,4.0,0.145520825
13-1032,"Insurance Appraisers, Auto Damage",0.5820833,3315,Valuers and loss assessors,1.0,0.5820833,599611,Insurance Investigator,4.0,0.145520825
13-1032,"Insurance Appraisers, Auto Damage",0.5820833,3315,Valuers and loss assessors,1.0,0.5820833,599612,Insurance Loss Adjuster,4.0,0.145520825
13-1032,"Insurance Appraisers, Auto Damage",0.5820833,3315,Valuers and loss assessors,1.0,0.5820833,599613,Insurance Risk Surveyor,4.0,0.145520825
13-1041,Compliance Officers,0.5718207,3351,Customs and border inspectors,3.0,0.1906069,311313,Biosecurity Officer,3.0,0.06353563333333333
13-1041,Compliance Officers,0.5718207,3351,Customs and border inspectors,3.0,0.1906069,599511,Customs Officer,3.0,0.06353563333333333
13-1041,Compliance Officers,0.5718207,3351,Customs and border inspectors,3.0,0.1906069,599512,Immigration Officer,3.0,0.06353563333333333
13-1041,Compliance Officers,0.5718207,3353,Government social benefits officials,3.0,0.1906069,599515,Social Security Assessor,1.0,0.1906069
13-1041,Compliance Officers,0.5718207,3354,Government licensing officials,3.0,0.1906069,599513,Motor Vehicle Licence Examiner,3.0,0.06353563333333333
13-1041,Compliance Officers,0.5718207,3354,Government licensing officials,3.0,0.1906069,599599,Inspectors and Regulatory Officers nec,3.0,0.06353563333333333
13-1041,Compliance Officers,0.5718207,3354,Government licensing officials,3.0,0.1906069,599999,Clerical and Administrative Workers nec,3.0,0.06353563333333333
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,222199,Financial Brokers nec,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,223112,Recruitment Consultant,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,224912,Liaison Officer,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,224999,Information and Organisation Professionals nec,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,442216,Security Consultant,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,511111,Contract Administrator,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,511112,Program or Project Administrator,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,599916,Facilities Administrator,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,611111,Auctioneer,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,611112,Stock and Station Agent,11.0,0.10309818181818181
13-1051,Cost Estimators,1.13408,3339,Business services agents not elsewhere classified,1.0,1.13408,611312,Sales Representative (Business Services),11.0,0.10309818181818181
13-1071,Human Resources Specialists,1.557472,2423,Personnel and careers professionals,2.0,0.778736,223111,Human Resource Adviser,4.0,0.194684
13-1071,Human Resources Specialists,1.557472,2423,Personnel and careers professionals,2.0,0.778736,223112,Recruitment Consultant,4.0,0.194684
13-1071,Human Resources Specialists,1.557472,2423,Personnel and careers professionals,2.0,0.778736,223113,Workplace Relations Adviser,4.0,0.194684
13-1071,Human Resources Specialists,1.557472,2423,Personnel and careers professionals,2.0,0.778736,272111,Careers Counsellor,4.0,0.194684
13-1071,Human Resources Specialists,1.557472,3333,Employment agents and contractors,2.0,0.778736,223112,Recruitment Consultant,1.0,0.778736
13-1074,Farm Labor Contractors,-0.4044011,3333,Employment agents and contractors,1.0,-0.4044011,223112,Recruitment Consultant,1.0,-0.4044011
13-1075,Labor Relations Specialists,1.431411,2423,Personnel and careers professionals,1.0,1.431411,223111,Human Resource Adviser,4.0,0.35785275
13-1075,Labor Relations Specialists,1.431411,2423,Personnel and careers professionals,1.0,1.431411,223112,Recruitment Consultant,4.0,0.35785275
13-1075,Labor Relations Specialists,1.431411,2423,Personnel and careers professionals,1.0,1.431411,223113,Workplace Relations Adviser,4.0,0.35785275
13-1075,Labor Relations Specialists,1.431411,2423,Personnel and careers professionals,1.0,1.431411,272111,Careers Counsellor,4.0,0.35785275
13-1081,Logisticians,1.081353,2421,Management and organization analysts,1.0,1.081353,139916,Quality Assurance Manager,5.0,0.2162706
13-1081,Logisticians,1.081353,2421,Management and organization analysts,1.0,1.081353,139917,Regulatory Affairs Manager,5.0,0.2162706
13-1081,Logisticians,1.081353,2421,Management and organization analysts,1.0,1.081353,224712,Organisation and Methods Analyst,5.0,0.2162706
13-1081,Logisticians,1.081353,2421,Management and organization analysts,1.0,1.081353,224713,Management Consultant,5.0,0.2162706
13-1081,Logisticians,1.081353,2421,Management and organization analysts,1.0,1.081353,224714,Supply Chain Analyst,5.0,0.2162706
13-1111,Management Analysts,1.547557,2421,Management and organization analysts,1.0,1.547557,139916,Quality Assurance Manager,5.0,0.3095114
13-1111,Management Analysts,1.547557,2421,Management and organization analysts,1.0,1.547557,139917,Regulatory Affairs Manager,5.0,0.3095114
13-1111,Management Analysts,1.547557,2421,Management and organization analysts,1.0,1.547557,224712,Organisation and Methods Analyst,5.0,0.3095114
13-1111,Management Analysts,1.547557,2421,Management and organization analysts,1.0,1.547557,224713,Management Consultant,5.0,0.3095114
13-1111,Management Analysts,1.547557,2421,Management and organization analysts,1.0,1.547557,224714,Supply Chain Analyst,5.0,0.3095114
13-1121,"Meeting, Convention, and Event Planners",0.5130678,3332,Conference and event planners,1.0,0.5130678,149311,Conference and Event Organiser,1.0,0.5130678
13-1131,Fundraisers,1.404691,4214,Debt-collectors and related workers,1.0,1.404691,599311,Debt Collector,1.0,1.404691
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.361838,2423,Personnel and careers professionals,1.0,1.361838,223111,Human Resource Adviser,4.0,0.3404595
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.361838,2423,Personnel and careers professionals,1.0,1.361838,223112,Recruitment Consultant,4.0,0.3404595
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.361838,2423,Personnel and careers professionals,1.0,1.361838,223113,Workplace Relations Adviser,4.0,0.3404595
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.361838,2423,Personnel and careers professionals,1.0,1.361838,272111,Careers Counsellor,4.0,0.3404595
13-1151,Training and Development Specialists,1.322911,2356,Information technology trainers,2.0,0.6614555,223311,Training and Development Professional,1.0,0.6614555
13-1151,Training and Development Specialists,1.322911,2424,Training and staff development professionals,2.0,0.6614555,223311,Training and Development Professional,1.0,0.6614555
13-1161,Market Research Analysts and Marketing Specialists,1.356259,2431,Advertising and marketing professionals,1.0,1.356259,212411,Copywriter,6.0,0.22604316666666668
13-1161,Market Research Analysts and Marketing Specialists,1.356259,2431,Advertising and marketing professionals,1.0,1.356259,225111,Advertising Specialist,6.0,0.22604316666666668
13-1161,Market Research Analysts and Marketing Specialists,1.356259,2431,Advertising and marketing professionals,1.0,1.356259,225112,Market Research Analyst,6.0,0.22604316666666668
13-1161,Market Research Analysts and Marketing Specialists,1.356259,2431,Advertising and marketing professionals,1.0,1.356259,225113,Marketing Specialist,6.0,0.22604316666666668
13-1161,Market Research Analysts and Marketing Specialists,1.356259,2431,Advertising and marketing professionals,1.0,1.356259,225114,Content Creator (Marketing),6.0,0.22604316666666668
13-1161,Market Research Analysts and Marketing Specialists,1.356259,2431,Advertising and marketing professionals,1.0,1.356259,225115,Digital Marketing Analyst,6.0,0.22604316666666668
13-1199,"Business Operations Specialists, All Other",0.92503,2422,Policy administration professionals,2.0,0.462515,224411,Intelligence Officer,3.0,0.15417166666666668
13-1199,"Business Operations Specialists, All Other",0.92503,2422,Policy administration professionals,2.0,0.462515,224412,Policy Analyst,3.0,0.15417166666666668
13-1199,"Business Operations Specialists, All Other",0.92503,2422,Policy administration professionals,2.0,0.462515,224911,Electorate Officer,3.0,0.15417166666666668
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,222199,Financial Brokers nec,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,223112,Recruitment Consultant,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,224912,Liaison Officer,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,224999,Information and Organisation Professionals nec,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,442216,Security Consultant,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,511111,Contract Administrator,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,511112,Program or Project Administrator,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,599916,Facilities Administrator,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,611111,Auctioneer,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,611112,Stock and Station Agent,11.0,0.042046818181818185
13-1199,"Business Operations Specialists, All Other",0.92503,3339,Business services agents not elsewhere classified,2.0,0.462515,611312,Sales Representative (Business Services),11.0,0.042046818181818185
13-2011,Accountants and Auditors,1.214001,2411,Accountants,1.0,1.214001,221111,Accountant (General),5.0,0.24280020000000002
13-2011,Accountants and Auditors,1.214001,2411,Accountants,1.0,1.214001,221112,Management Accountant,5.0,0.24280020000000002
13-2011,Accountants and Auditors,1.214001,2411,Accountants,1.0,1.214001,221113,Taxation Accountant,5.0,0.24280020000000002
13-2011,Accountants and Auditors,1.214001,2411,Accountants,1.0,1.214001,221213,External Auditor,5.0,0.24280020000000002
13-2011,Accountants and Auditors,1.214001,2411,Accountants,1.0,1.214001,221214,Internal Auditor,5.0,0.24280020000000002
13-2021,Appraisers and Assessors of Real Estate,0.6279358,3315,Valuers and loss assessors,1.0,0.6279358,224512,Valuer,4.0,0.15698395
13-2021,Appraisers and Assessors of Real Estate,0.6279358,3315,Valuers and loss assessors,1.0,0.6279358,599611,Insurance Investigator,4.0,0.15698395
13-2021,Appraisers and Assessors of Real Estate,0.6279358,3315,Valuers and loss assessors,1.0,0.6279358,599612,Insurance Loss Adjuster,4.0,0.15698395
13-2021,Appraisers and Assessors of Real Estate,0.6279358,3315,Valuers and loss assessors,1.0,0.6279358,599613,Insurance Risk Surveyor,4.0,0.15698395
