soc_code,soc_title,aioe,isco_code,isco_title,isco_count,aioe_weighted
51-2022,Electrical and Electronic Equipment Assemblers,-0.7516789,8212,Electrical and electronic equipment assemblers,1.0,-0.7516789
51-2023,Electromechanical Equipment Assemblers,-0.6523108,8212,Electrical and electronic equipment assemblers,1.0,-0.6523108
51-2031,Engine and Other Machine Assemblers,-1.044632,8211,Mechanical machinery assemblers,1.0,-1.044632
51-2041,Structural Metal Fabricators and Fitters,-1.077573,7214,Structural-metal preparers and erectors,1.0,-1.077573
51-2091,Fiberglass Laminators and Fabricators,-1.276767,8142,Plastic products machine operators,1.0,-1.276767
51-2092,Team Assemblers,-0.8316012,8219,Assemblers not elsewhere classified,1.0,-0.8316012
51-2093,Timing Device Assemblers and Adjusters,-0.6354496,8212,Electrical and electronic equipment assemblers,1.0,-0.6354496
51-3011,Bakers,-0.4742939,7512,"Bakers, pastry-cooks and confectionery makers",1.0,-0.4742939
51-3021,Butchers and Meat Cutters,-0.976576,7511,"Butchers, fishmongers and related food preparers",1.0,-0.976576
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.0259,7511,"Butchers, fishmongers and related food preparers",1.0,-1.0259
51-3023,Slaughterers and Meat Packers,-1.542946,7511,"Butchers, fishmongers and related food preparers",1.0,-1.542946
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055
51-3092,Food Batchmakers,-0.4268211,7513,Dairy-products makers,2.0,-0.21341055
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,7514,"Fruit, vegetable and related preservers",2.0,-0.30926705
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.8881877,7223,Metal working machine tool setters and operators,1.0,-0.8881877
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,3139,Process control technicians not elsewhere classified,2.0,-0.170592
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,7222,Toolmakers and related workers,2.0,-0.170592
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,7223,Metal working machine tool setters and operators,3.0,-0.44159166666666666
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8121,Metal processing plant operators,3.0,-0.44159166666666666
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7223,Metal working machine tool setters and operators,3.0,-0.29366366666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7221,"Blacksmiths, hammersmiths and forging press workers",3.0,-0.29366366666666666
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,7223,Metal working machine tool setters and operators,3.0,-0.395351
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,8121,Metal processing plant operators,3.0,-0.395351
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,8142,Plastic products machine operators,3.0,-0.395351
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-1.149575,7223,Metal working machine tool setters and operators,2.0,-0.5747875
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-1.149575,8142,Plastic products machine operators,2.0,-0.5747875
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.8868215,7223,Metal working machine tool setters and operators,2.0,-0.44341075
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.8868215,8142,Plastic products machine operators,2.0,-0.44341075
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.194061,7223,Metal working machine tool setters and operators,2.0,-0.5970305
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.194061,8142,Plastic products machine operators,2.0,-0.5970305
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.126104,7223,Metal working machine tool setters and operators,2.0,-0.563052
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.126104,8142,Plastic products machine operators,2.0,-0.563052
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8670107,7223,Metal working machine tool setters and operators,2.0,-0.43350535
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8670107,8142,Plastic products machine operators,2.0,-0.43350535
51-4041,Machinists,-0.9782187,7223,Metal working machine tool setters and operators,1.0,-0.9782187
51-4051,Metal-Refining Furnace Operators and Tenders,-1.303524,3135,Metal production process controllers,2.0,-0.651762
51-4051,Metal-Refining Furnace Operators and Tenders,-1.303524,8121,Metal processing plant operators,2.0,-0.651762
51-4052,"Pourers and Casters, Metal",-1.143326,8121,Metal processing plant operators,1.0,-1.143326
51-4061,"Model Makers, Metal and Plastic",-0.8677119,7222,Toolmakers and related workers,1.0,-0.8677119
51-4062,"Patternmakers, Metal and Plastic",-0.7883947,7222,Toolmakers and related workers,1.0,-0.7883947
51-4071,Foundry Mold and Coremakers,-1.641733,7211,Metal moulders and coremakers,1.0,-1.641733
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",-1.108139,7211,Metal moulders and coremakers,2.0,-0.5540695
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",-1.108139,8142,Plastic products machine operators,2.0,-0.5540695
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.8448762,7223,Metal working machine tool setters and operators,1.0,-0.8448762
51-4111,Tool and Die Makers,-0.6871514,7222,Toolmakers and related workers,1.0,-0.6871514
51-4121,"Welders, Cutters, Solderers, and Brazers",-1.297821,7212,Welders and flamecutters,1.0,-1.297821
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",-1.047832,7212,Welders and flamecutters,1.0,-1.047832
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",-1.171104,8121,Metal processing plant operators,2.0,-0.585552
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",-1.171104,8142,Plastic products machine operators,2.0,-0.585552
51-4192,"Layout Workers, Metal and Plastic",-0.9359565,7213,Sheet-metal workers,2.0,-0.46797825
51-4192,"Layout Workers, Metal and Plastic",-0.9359565,7222,Toolmakers and related workers,2.0,-0.46797825
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8283305,8122,"Metal finishing, plating and coating machine operators",2.0,-0.41416525
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8283305,8142,Plastic products machine operators,2.0,-0.41416525
51-4194,"Tool Grinders, Filers, and Sharpeners",-1.097234,7224,"Metal polishers, wheel grinders and tool sharpeners",1.0,-1.097234
51-5111,Prepress Technicians and Workers,-0.0014732,7321,Pre-press technicians,1.0,-0.0014732
51-5112,Printing Press Operators,-0.84434,7322,Printers ,1.0,-0.84434
51-5113,Print Binding and Finishing Workers,-0.9139293,7323,Print finishing and binding workers,1.0,-0.9139293
51-6011,Laundry and Dry-Cleaning Workers,-0.8894878,8157,Laundry machine operators,1.0,-0.8894878
51-6021,"Pressers, Textile, Garment, and Related Materials",-1.853906,9121,Hand launderers and pressers,1.0,-1.853906
51-6031,Sewing Machine Operators,-1.272624,8153,Sewing machine operators,1.0,-1.272624
51-6041,Shoe and Leather Workers and Repairers,-1.006982,7318,"Handicraft workers in textile, leather and related materials",3.0,-0.33566066666666666
51-6041,Shoe and Leather Workers and Repairers,-1.006982,7533,"Sewing, embroidery and related workers",3.0,-0.33566066666666666
51-6041,Shoe and Leather Workers and Repairers,-1.006982,7536,Shoemakers and related workers,3.0,-0.33566066666666666
51-6042,Shoe Machine Operators and Tenders,-1.052404,8156,Shoemaking and related machine operators,1.0,-1.052404
51-6051,"Sewers, Hand",-1.019362,7533,"Sewing, embroidery and related workers",1.0,-1.019362
51-6052,"Tailors, Dressmakers, and Custom Sewers",-0.6065376,7531,"Tailors, dressmakers, furriers and hatters",1.0,-0.6065376
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,-0.9229649,8154,"Bleaching, dyeing and fabric cleaning machine operators",1.0,-0.9229649
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",-1.116033,7532,Garment and related pattern-makers and cutters,1.0,-1.116033
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",-1.155505,8152,Weaving and knitting machine operators,1.0,-1.155505
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",-1.416544,8151,"Fibre preparing, spinning and winding machine operators",1.0,-1.416544
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",-0.9238047,8181,Glass and ceramics plant operators,1.0,-0.9238047
51-6092,Fabric and Apparel Patternmakers,-0.3332033,7532,Garment and related pattern-makers and cutters,1.0,-0.3332033
51-6093,Upholsterers,-1.405178,7534,Upholsterers and related workers,1.0,-1.405178
51-7011,Cabinetmakers and Bench Carpenters,-1.326847,7522,Cabinet-makers and related workers,1.0,-1.326847
51-7021,Furniture Finishers,-1.238141,7522,Cabinet-makers and related workers,1.0,-1.238141
51-7031,"Model Makers, Wood",-0.8021085,7522,Cabinet-makers and related workers,1.0,-0.8021085
51-7032,"Patternmakers, Wood",-1.208153,7522,Cabinet-makers and related workers,1.0,-1.208153
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",-1.265049,8172,Wood processing plant operators,1.0,-1.265049
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",-1.203906,7523,Woodworking-machine tool setters and operators,1.0,-1.203906
51-8011,Nuclear Power Reactor Operators,0.408817,3131,Power production plant operators,1.0,0.408817
51-8012,Power Distributors and Dispatchers,0.2565828,3131,Power production plant operators,1.0,0.2565828
51-8013,Power Plant Operators,-0.4411169,3131,Power production plant operators,1.0,-0.4411169
51-8021,Stationary Engineers and Boiler Operators,-0.579769,8182,Steam engine and boiler operators,1.0,-0.579769
51-8031,Water and Wastewater Treatment Plant and System Operators,-0.5590585,3132,Incinerator and water treatment plant operators,1.0,-0.5590585
51-8091,Chemical Plant and System Operators,-0.560149,3133,Chemical processing plant controllers,1.0,-0.560149
51-8092,Gas Plant Operators,-0.5741886,3134,Petroleum and natural gas refining plant operators,1.0,-0.5741886
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",-0.6505692,3134,Petroleum and natural gas refining plant operators,1.0,-0.6505692
51-8099,"Plant and System Operators, All Other",-0.8108405,3132,Incinerator and water treatment plant operators,2.0,-0.40542025
51-8099,"Plant and System Operators, All Other",-0.8108405,8114,"Cement, stone and other mineral products machine operators",2.0,-0.40542025
51-9011,Chemical Equipment Operators and Tenders,-0.6780245,8131,Chemical products plant and machine operators,1.0,-0.6780245
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",-1.048361,7513,Dairy-products makers,2.0,-0.5241805
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",-1.048361,8131,Chemical products plant and machine operators,2.0,-0.5241805
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-1.135783,8112,Mineral and stone processing plant operators,4.0,-0.28394575
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-1.135783,8114,"Cement, stone and other mineral products machine operators",4.0,-0.28394575
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-1.135783,8141,Rubber products machine operators,4.0,-0.28394575
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-1.135783,8181,Glass and ceramics plant operators,4.0,-0.28394575
51-9022,"Grinding and Polishing Workers, Hand",-1.219517,7224,"Metal polishers, wheel grinders and tool sharpeners",2.0,-0.6097585
51-9022,"Grinding and Polishing Workers, Hand",-1.219517,7315,"Glass makers, cutters, grinders and finishers",2.0,-0.6097585
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",-0.940904,8114,"Cement, stone and other mineral products machine operators",2.0,-0.470452
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",-0.940904,8181,Glass and ceramics plant operators,2.0,-0.470452
51-9031,"Cutters and Trimmers, Hand",-0.9457526,7315,"Glass makers, cutters, grinders and finishers",2.0,-0.4728763
51-9031,"Cutters and Trimmers, Hand",-0.9457526,7532,Garment and related pattern-makers and cutters,2.0,-0.4728763
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",-1.198831,8114,"Cement, stone and other mineral products machine operators",1.0,-1.198831
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-1.137883,8141,Rubber products machine operators,4.0,-0.28447075
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-1.137883,8160,Food and related products machine operators,4.0,-0.28447075
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-1.137883,8181,Glass and ceramics plant operators,4.0,-0.28447075
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-1.137883,7516,Tobacco preparers and tobacco products makers,4.0,-0.28447075
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",-0.846812,8141,Rubber products machine operators,3.0,-0.28227066666666667
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",-0.846812,7521,Wood treaters,3.0,-0.28227066666666667
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",-0.846812,8181,Glass and ceramics plant operators,3.0,-0.28227066666666667
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",-0.1556781,7543,Product graders and testers (excluding foods and beverages),1.0,-0.1556781
51-9071,Jewelers and Precious Stone and Metal Workers,-0.6366536,7313,Jewellery and precious-metal workers,1.0,-0.6366536
51-9081,Dental Laboratory Technicians,-0.4373581,3214,Medical and dental prosthetic technicians,1.0,-0.4373581
51-9082,Medical Appliance Technicians,-0.5483078,3214,Medical and dental prosthetic technicians,1.0,-0.5483078
51-9083,Ophthalmic Laboratory Technicians,-0.9183928,7549,Craft and related workers not elsewhere classified,1.0,-0.9183928
51-9111,Packaging and Filling Machine Operators and Tenders,-1.010728,8183,"Packing, bottling and labelling machine operators",1.0,-1.010728
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",-1.278573,8122,"Metal finishing, plating and coating machine operators",2.0,-0.6392865
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",-1.278573,7132,Spray painters and varnishers,2.0,-0.6392865
51-9122,"Painters, Transportation Equipment",-1.568217,7132,Spray painters and varnishers,1.0,-1.568217
51-9123,"Painting, Coating, and Decorating Workers",-0.9510761,7316,"Sign writers, decorative painters, engravers and etchers",1.0,-0.9510761
51-9141,Semiconductor Processors,-0.7132968,8189,Stationary plant and machine operators not elsewhere classified,1.0,-0.7132968
51-9151,Photographic Process Workers and Processing Machine Operators,-0.4977627,8132,Photographic products machine operators,1.0,-0.4977627
51-9191,Adhesive Bonding Machine Operators and Tenders,-1.285473,7521,Wood treaters,3.0,-0.428491
51-9191,Adhesive Bonding Machine Operators and Tenders,-1.285473,8143,Paper products machine operators,3.0,-0.428491
51-9191,Adhesive Bonding Machine Operators and Tenders,-1.285473,8189,Stationary plant and machine operators not elsewhere classified,3.0,-0.428491
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",-1.124215,8171,Pulp and papermaking plant operators,3.0,-0.37473833333333334
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",-1.124215,8112,Mineral and stone processing plant operators,3.0,-0.37473833333333334
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",-1.124215,8122,"Metal finishing, plating and coating machine operators",3.0,-0.37473833333333334
51-9193,Cooling and Freezing Equipment Operators and Tenders,-1.03085,8160,Food and related products machine operators,2.0,-0.515425
51-9193,Cooling and Freezing Equipment Operators and Tenders,-1.03085,8189,Stationary plant and machine operators not elsewhere classified,2.0,-0.515425
51-9194,Etchers and Engravers,-0.774569,7316,"Sign writers, decorative painters, engravers and etchers",2.0,-0.3872845
51-9194,Etchers and Engravers,-0.774569,8212,Electrical and electronic equipment assemblers,2.0,-0.3872845
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.241238,7314,Potters and related workers,6.0,-0.206873
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.241238,7315,"Glass makers, cutters, grinders and finishers",6.0,-0.206873
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.241238,7516,Tobacco preparers and tobacco products makers,6.0,-0.206873
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.241238,8181,Glass and ceramics plant operators,6.0,-0.206873
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.241238,8131,Chemical products plant and machine operators,6.0,-0.206873
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.241238,8141,Rubber products machine operators,6.0,-0.206873
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",-0.9174437,8171,Pulp and papermaking plant operators,2.0,-0.45872185
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",-0.9174437,8143,Paper products machine operators,2.0,-0.45872185
51-9197,Tire Builders,-1.462842,8141,Rubber products machine operators,1.0,-1.462842
51-9198,Helpers--Production Workers,-1.35537,9329,Manufacturing labourers not elsewhere classified,1.0,-1.35537
51-9199,"Production Workers, All Other",-1.3628,9329,Manufacturing labourers not elsewhere classified,1.0,-1.3628
53-1011,Aircraft Cargo Handling Supervisors,-0.7511079,9333,Freight handlers,1.0,-0.7511079
53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.1384267,9333,Freight handlers,1.0,0.1384267
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,3151,Ships' engineers,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,3152,Ships' deck officers and pilots,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,3153,Aircraft pilots and related associate professionals,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,3154,Air traffic controllers,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,3257,Environmental and occupational health inspectors and associates,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,5111,Travel attendants and travel stewards,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,5112,Transport conductors,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,5245,Service station attendants,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8311,Locomotive engine drivers,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8312,"Railway brake, signal and switch operators",17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8321,Motorcycle drivers,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8322,"Car, taxi and van drivers",17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8331,Bus and tram drivers,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8332,Heavy truck and lorry drivers,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8343,"Crane, hoist and related plant operators",17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,8344,Lifting truck operators,17.0,0.003987082352941177
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.0677804,9611,Garbage and recycling collectors,17.0,0.003987082352941177
53-2011,"Airline Pilots, Copilots, and Flight Engineers",-0.7584905,3153,Aircraft pilots and related associate professionals,1.0,-0.7584905
53-2012,Commercial Pilots,-0.6443627,3153,Aircraft pilots and related associate professionals,1.0,-0.6443627
53-2021,Air Traffic Controllers,0.647652,3154,Air traffic controllers,1.0,0.647652
53-2022,Airfield Operations Specialists,0.2457533,315,Ship and aircraft controllers and technicians,1.0,0.2457533
53-2031,Flight Attendants,-0.3649124,5111,Travel attendants and travel stewards,1.0,-0.3649124
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",-0.8443602,8322,"Car, taxi and van drivers",1.0,-0.8443602
53-3021,"Bus Drivers, Transit and Intercity",-1.050048,8331,Bus and tram drivers,1.0,-1.050048
53-3022,"Bus Drivers, School or Special Client",-0.728628,8331,Bus and tram drivers,1.0,-0.728628
53-3031,Driver/Sales Workers,-0.7222196,8322,"Car, taxi and van drivers",1.0,-0.7222196
53-3032,Heavy and Tractor-Trailer Truck Drivers,-1.400404,8332,Heavy truck and lorry drivers,1.0,-1.400404
53-3033,Light Truck or Delivery Services Drivers,-1.200241,8322,"Car, taxi and van drivers",1.0,-1.200241
53-3041,Taxi Drivers and Chauffeurs,-0.9380351,8322,"Car, taxi and van drivers",1.0,-0.9380351
53-4011,Locomotive Engineers,-0.9161659,8311,Locomotive engine drivers,1.0,-0.9161659
53-4012,Locomotive Firers,-1.072977,8311,Locomotive engine drivers,1.0,-1.072977
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",-1.021101,8311,Locomotive engine drivers,1.0,-1.021101
53-4021,"Railroad Brake, Signal, and Switch Operators",-1.306099,8312,"Railway brake, signal and switch operators",1.0,-1.306099
53-4031,Railroad Conductors and Yardmasters,-0.5790616,8312,"Railway brake, signal and switch operators",1.0,-0.5790616
53-4041,Subway and Streetcar Operators,-0.9125129,8311,Locomotive engine drivers,2.0,-0.45625645
53-4041,Subway and Streetcar Operators,-0.9125129,8331,Bus and tram drivers,2.0,-0.45625645
53-5011,Sailors and Marine Oilers,-1.269228,8350,Ships' deck crews and related workers,1.0,-1.269228
53-5021,"Captains, Mates, and Pilots of Water Vessels",-0.7930261,3152,Ships' deck officers and pilots,1.0,-0.7930261
53-5022,Motorboat Operators,-1.176522,8350,Ships' deck crews and related workers,1.0,-1.176522
53-5031,Ship Engineers,-0.5671973,3151,Ships' engineers,1.0,-0.5671973
53-6011,Bridge and Lock Tenders,-0.7989979,8343,"Crane, hoist and related plant operators",1.0,-0.7989979
53-6021,Parking Lot Attendants,-1.037648,9629,Elementary workers not elsewhere classified,1.0,-1.037648
53-6031,Automotive and Watercraft Service Attendants,-1.108146,5245,Service station attendants,1.0,-1.108146
53-6041,Traffic Technicians,0.1289119,3119,Physical and engineering science technicians not elsewhere classified,1.0,0.1289119
53-6051,Transportation Inspectors,-0.3175816,3257,Environmental and occupational health inspectors and associates,1.0,-0.3175816
53-6061,"Transportation Attendants, Except Flight Attendants",-0.1178739,5111,Travel attendants and travel stewards,2.0,-0.05893695
53-6061,"Transportation Attendants, Except Flight Attendants",-0.1178739,5112,Transport conductors,2.0,-0.05893695
53-7011,Conveyor Operators and Tenders,-0.8455815,8189,Stationary plant and machine operators not elsewhere classified,1.0,-0.8455815
53-7021,Crane and Tower Operators,-1.351634,8343,"Crane, hoist and related plant operators",1.0,-1.351634
53-7031,Dredge Operators,-1.25554,8342,Earthmoving and related plant operators,1.0,-1.25554
53-7032,Excavating and Loading Machine and Dragline Operators,-1.364242,8111,Miners and quarriers,2.0,-0.682121
53-7032,Excavating and Loading Machine and Dragline Operators,-1.364242,8342,Earthmoving and related plant operators,2.0,-0.682121
53-7033,"Loading Machine Operators, Underground Mining",-1.390484,8111,Miners and quarriers,1.0,-1.390484
53-7041,Hoist and Winch Operators,-1.126569,8343,"Crane, hoist and related plant operators",1.0,-1.126569
53-7051,Industrial Truck and Tractor Operators,-1.575411,8344,Lifting truck operators,1.0,-1.575411
53-7061,Cleaners of Vehicles and Equipment,-1.535339,9112,"Cleaners and helpers in offices, hotels and other establishments",2.0,-0.7676695
53-7061,Cleaners of Vehicles and Equipment,-1.535339,9122,Vehicle cleaners,2.0,-0.7676695
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",-1.49843,9329,Manufacturing labourers not elsewhere classified,3.0,-0.4994766666666666
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",-1.49843,9333,Freight handlers,3.0,-0.4994766666666666
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",-1.49843,9624,Water and firewood collectors,3.0,-0.4994766666666666
53-7063,Machine Feeders and Offbearers,-1.013417,9329,Manufacturing labourers not elsewhere classified,1.0,-1.013417
53-7064,"Packers and Packagers, Hand",-1.193372,9321,Hand packers,1.0,-1.193372
53-7071,Gas Compressor and Gas Pumping Station Operators,-0.8727033,3134,Petroleum and natural gas refining plant operators,1.0,-0.8727033
53-7072,"Pump Operators, Except Wellhead Pumpers",-0.9716578,3132,Incinerator and water treatment plant operators,2.0,-0.4858289
53-7072,"Pump Operators, Except Wellhead Pumpers",-0.9716578,3134,Petroleum and natural gas refining plant operators,2.0,-0.4858289
53-7073,Wellhead Pumpers,-1.099431,8113,Well drillers and borers and related workers,1.0,-1.099431
53-7081,Refuse and Recyclable Material Collectors,-1.262763,9611,Garbage and recycling collectors,2.0,-0.6313815
53-7081,Refuse and Recyclable Material Collectors,-1.262763,9612,Refuse sorters,2.0,-0.6313815
53-7111,Mine Shuttle Car Operators,-1.497306,8311,Locomotive engine drivers,1.0,-1.497306
53-7121,"Tank Car, Truck, and Ship Loaders",-1.403185,9333,Freight handlers,1.0,-1.403185
